,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
6445,Platane,Alignement,155.0,20.0,x hispanica,48.88734961459999,2.39796066275,1,0,0,0
6446,Sophora,Alignement,140.0,20.0,japonica,48.8854492332,2.39802954436,1,0,0,0
6447,Platane,Alignement,245.0,25.0,orientalis,48.8802506772,2.394908635339999,0,0,0,1
6448,Platane,PERIPHERIQUE,145.0,15.0,x hispanica,48.9001202055,2.37514700143,1,0,0,0
6451,Micocoulier,DASCO,55.0,5.0,australis,48.88654946559999,2.38829329039,0,1,0,0
6452,Sophora,Alignement,180.0,15.0,japonica,48.89900252659999,2.38331856158,1,0,0,0
6453,Bouleau,Jardin,50.0,3.0,pendula,48.899826812,2.38951715788,0,0,1,0
6455,Platane,Alignement,30.0,5.0,x hispanica,48.888968074,2.39692150725,0,1,0,0
6456,Chêne,Alignement,65.0,10.0,ilex,48.8768277448,2.38468019319,0,0,1,0
6457,Marronnier,Alignement,130.0,15.0,hippocastanum,48.8774264334,2.39213239843,1,0,0,0
6458,Tilleul,Alignement,100.0,15.0,x europaea,48.8891055472,2.37106742303,1,0,0,0
6460,Marronnier,Alignement,120.0,15.0,hippocastanum,48.8858184332,2.3882477121,1,0,0,0
6462,Tilleul,DASCO,110.0,9.0,x europaea,48.8873611903,2.39915334265,1,0,0,0
6463,Micocoulier,Alignement,70.0,10.0,australis,48.8796391419,2.40880438508,0,0,1,0
6464,Palmier,Alignement,50.0,5.0,fortunei,48.8963093271,2.376217570689999,0,0,1,0
6470,Platane,Alignement,65.0,15.0,orientalis,48.8801249853,2.39264386303,0,0,1,0
6471,Platane,Alignement,65.0,15.0,x hispanica,48.8750632554,2.38263675422,0,0,1,0
6472,Platane,Alignement,100.0,15.0,x hispanica,48.8824734922,2.3814671048,0,0,1,0
6474,Sophora,Alignement,130.0,15.0,japonica,48.8726565694,2.37864870827,1,0,0,0
6475,Aulne,Alignement,30.0,5.0,cordata,48.8966031638,2.38385143476,0,1,0,0
6476,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.893553754399996,2.39721790154,0,1,0,0
6478,Marronnier,Alignement,60.0,5.0,x carnea,48.8961860434,2.37801647964,0,0,1,0
6479,Merisier,Alignement,30.0,4.0,avium,48.9005755978,2.38040548875,0,1,0,0
6480,Platane,Alignement,25.0,5.0,x hispanica,48.8765163796,2.37744451975,0,1,0,0
6483,Platane,Alignement,90.0,10.0,x hispanica,48.8837489999,2.3735761802,1,0,0,0
6485,Robinier,Alignement,110.0,15.0,pseudoacacia,48.8821702556,2.37092764649,1,0,0,0
6486,Tilleul,Alignement,150.0,20.0,tomentosa,48.88711748789999,2.37199680021,0,0,0,1
6490,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8940807476,2.395751561199999,0,1,0,0
6494,Sophora,Alignement,120.0,15.0,japonica,48.875371925,2.39443842262,1,0,0,0
6495,Frêne,DASCO,20.0,6.0,angustifolia,48.8881884206,2.36988946943,0,1,0,0
6496,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.8991517659,2.3823356799699997,0,1,0,0
6497,Erable,DASCO,125.0,10.0,pseudoplatanus,48.8902831857,2.373531514019999,1,0,0,0
6498,Platane,Alignement,120.0,20.0,x hispanica,48.8879729167,2.39032869422,1,0,0,0
6499,Sophora,Alignement,75.0,10.0,japonica,48.898766048,2.38444532416,0,0,1,0
6504,Platane,Alignement,100.0,15.0,x hispanica,48.8832145052,2.38721993919,1,0,0,0
6505,Charme,DJS,50.0,5.0,betulus,48.880066242,2.3781946159,0,1,0,0
6506,Platane,Alignement,70.0,10.0,x hispanica,48.8845162419,2.37649982598,0,0,1,0
6508,Platane,Alignement,250.0,20.0,orientalis,48.8793781574,2.37445578562,0,0,0,1
6510,Tilleul,PERIPHERIQUE,15.0,3.0,cordata,48.9000938413,2.37297096286,0,1,0,0
6511,Magnolia,Alignement,60.0,6.0,grandiflora,48.8845136078,2.37470139646,0,0,1,0
6512,Peuplier,Alignement,70.0,10.0,x canadensis,48.895447934799996,2.384487337709999,0,0,1,0
6513,Platane,Alignement,120.0,15.0,x hispanica,48.88586717049999,2.3816602583,1,0,0,0
6514,Paulownia,PERIPHERIQUE,40.0,5.0,tomentosa,48.9004261589,2.3718080277,0,1,0,0
6516,Sophora,Alignement,100.0,15.0,japonica,48.8996905108,2.37236029038,0,0,1,0
6517,Platane,Alignement,30.0,5.0,x hispanica,48.8789798942,2.38261308307,0,1,0,0
6519,Platane,DJS,35.0,6.0,x hispanica,48.892630366999995,2.39627445691,0,1,0,0
6520,Platane,Alignement,100.0,15.0,x hispanica,48.8833197866,2.39561088577,1,0,0,0
6521,Erable,DJS,110.0,15.0,saccharinum,48.8904944314,2.397858755919999,1,0,0,0
6523,Pterocarya,Jardin,215.0,20.0,fraxinifolia,48.8823736234,2.39778456306,1,0,0,0
6524,Cerisier à fleurs,DASCO,30.0,5.0,serrulata,48.8881097385,2.382257176,0,1,0,0
6525,Charme,DJS,45.0,5.0,betulus,48.8799422421,2.37773933828,0,1,0,0
6526,Alisier,Alignement,35.0,5.0,intermedia,48.8991932081,2.3781460367,0,1,0,0
6528,Platane,Alignement,70.0,10.0,x hispanica,48.8784461244,2.38165138102,0,0,1,0
6530,Micocoulier,DASCO,50.0,6.0,australis,48.8796413574,2.37385232964,0,1,0,0
6531,Poirier à fleurs,Alignement,30.0,4.0,calleryana,48.8882140182,2.38197721471,0,1,0,0
6533,Platane,Alignement,220.0,20.0,orientalis,48.87632120619999,2.376442280899999,1,0,0,0
6534,Cerisier à fleurs,DASCO,105.0,4.0,serrulata,48.8835181629,2.394028013649999,0,0,1,0
6536,Fevier,Alignement,35.0,5.0,triacanthos f. Inermis,48.89799582079999,2.37059810772,0,1,0,0
6537,Platane,Alignement,40.0,10.0,x hispanica,48.877675312899996,2.37397815918,0,0,1,0
6540,Chêne,Jardin,30.0,4.0,petraea,48.8999210163,2.37656893078,0,1,0,0
6542,Hêtre,Alignement,100.0,15.0,sylvatica,48.892716405,2.37033007085,1,0,0,0
6544,Charme,Alignement,65.0,15.0,betulus,48.8841879002,2.3976854040799997,1,0,0,0
6545,Alisier,Alignement,30.0,5.0,intermedia,48.8992441774,2.37984152099,0,1,0,0
6547,Platane,Alignement,125.0,10.0,x hispanica,48.8889326364,2.39403133563,1,0,0,0
6548,Charme,Alignement,55.0,10.0,betulus,48.8795145735,2.38508226791,0,0,1,0
6551,Marronnier,Jardin,110.0,10.0,hippocastanum,48.8731535994,2.37703668548,1,0,0,0
6552,Tilleul,Alignement,85.0,5.0,x europaea,48.8766761603,2.3860688192599993,0,0,1,0
6553,Marronnier,Alignement,30.0,5.0,x carnea,48.8759237905,2.394701501989999,0,1,0,0
6555,Tilleul,Alignement,50.0,5.0,x europaea,48.8881962141,2.37816492797,0,1,0,0
6558,Peuplier,Alignement,135.0,20.0,x canadensis,48.885462697,2.37239363829,1,0,0,0
6561,Platane,Alignement,150.0,20.0,orientalis,48.88306059149999,2.3886002462,1,0,0,0
6563,Platane,DJS,40.0,6.0,x hispanica,48.8927813489,2.39611482435,0,1,0,0
6564,Sophora,Alignement,120.0,15.0,japonica,48.8997035184,2.37300137667,1,0,0,0
6565,Micocoulier,Alignement,25.0,3.0,australis,48.8948035844,2.39759955603,0,1,0,0
6567,Peuplier,Jardin,210.0,20.0,x canadensis,48.8997962363,2.39017400975,1,0,0,0
6568,Cornouiller,Alignement,20.0,5.0,mas,48.889992541199994,2.38340532064,0,1,0,0
6569,Tulipier,Alignement,25.0,5.0,tulipifera,48.8843381516,2.38974698268,0,0,1,0
6570,Tilleul,Alignement,25.0,5.0,cordata,48.886551885,2.37679216009,0,1,0,0
6571,Cerisier à fleurs,DJS,35.0,6.0,x subhirtella,48.8949200652,2.39543156729,0,1,0,0
6572,Platane,Alignement,35.0,5.0,x hispanica,48.8964615047,2.39336583163,0,1,0,0
6573,Tilleul,Alignement,110.0,5.0,x europaea,48.8867589638,2.37527014612,0,0,1,0
6576,Marronnier,Alignement,110.0,15.0,x carnea,48.87812153929999,2.39658811548,1,0,0,0
6577,Peuplier,Alignement,100.0,15.0,x canadensis,48.88758710599999,2.37653304251,0,0,1,0
6578,Paulownia,Alignement,25.0,5.0,tomentosa,48.8834652348,2.38102523625,0,1,0,0
6579,Peuplier,Alignement,20.0,5.0,x canadensis,48.8872360056,2.3784418856,0,1,0,0
6581,Peuplier,Alignement,170.0,25.0,x canadensis,48.886022009,2.37600424308,0,0,0,1
6583,Platane,Alignement,130.0,20.0,x hispanica,48.8836577626,2.37123418193,1,0,0,0
6584,Platane,Alignement,55.0,10.0,x hispanica,48.874578201,2.38301548824,0,1,0,0
6586,Noyer,Alignement,20.0,5.0,nigra,48.88773916969999,2.39583692021,0,1,0,0
6589,Arbre aux quarante écus,PERIPHERIQUE,60.0,6.0,biloba,48.8941402048,2.39472116151,0,1,0,0
6590,Marronnier,Alignement,100.0,15.0,hippocastanum,48.8794119314,2.378731025609999,1,0,0,0
6592,Pin,DJS,70.0,5.0,nigra subsp. nigra,48.892358646199995,2.39793548989,0,0,1,0
6593,Micocoulier,Alignement,25.0,5.0,australis,48.8901420938,2.3954612687,0,1,0,0
6595,Marronnier,DASCO,110.0,14.0,hippocastanum,48.8898590482,2.37942268913,1,0,0,0
6596,Marronnier,DASCO,165.0,12.0,hippocastanum,48.8878240748,2.36929965333,1,0,0,0
6599,Peuplier,Alignement,130.0,15.0,x canadensis,48.8877665272,2.37702665592,1,0,0,0
6600,Erable,Jardin,155.0,20.0,saccharinum,48.88961106189999,2.37311957993,1,0,0,0
6601,Bouleau,Alignement,30.0,4.0,pubescens,48.9007546981,2.38126177466,0,1,0,0
6602,Tilleul,Alignement,75.0,10.0,cordata,48.8877979994,2.3732879145,0,0,1,0
6603,Platane,Alignement,40.0,5.0,x hispanica,48.8825401009,2.39393026533,0,1,0,0
6605,Platane,Alignement,80.0,10.0,x hispanica,48.8858972701,2.38177679673,0,0,1,0
6606,Arbre aux quarante écus,PERIPHERIQUE,48.0,5.0,biloba,48.8945077452,2.39461771814,0,1,0,0
6607,Micocoulier,Alignement,25.0,5.0,australis,48.8924338194,2.39476157932,0,1,0,0
6608,Marronnier,DASCO,135.0,10.0,hippocastanum,48.8878467017,2.36922963726,1,0,0,0
6610,Marronnier,PERIPHERIQUE,145.0,10.0,pavia,48.8813833285,2.40141927447,1,0,0,0
6612,Bouleau,DFPE,60.0,8.0,pendula,48.87927716869999,2.399446200369999,0,1,0,0
6616,Poirier à fleurs,Alignement,60.0,10.0,calleryana,48.88777453329999,2.39431893857,0,0,1,0
6619,Platane,Alignement,30.0,6.0,x hispanica,48.87825668269999,2.4041924728,0,1,0,0
6620,Platane,Alignement,50.0,10.0,orientalis,48.880199288099995,2.37433306194,0,1,0,0
6623,Sophora,Alignement,95.0,10.0,japonica,48.8988583626,2.38400978809,1,0,0,0
6625,Platane,Alignement,65.0,10.0,x hispanica,48.8769685706,2.374203103609999,0,0,1,0
6627,Platane,Alignement,55.0,10.0,x hispanica,48.878138646,2.37040381294,0,0,1,0
6628,Erable,Alignement,65.0,5.0,campestre,48.883784997,2.3775623062099998,0,1,0,0
6629,Peuplier,PERIPHERIQUE,295.0,20.0,x canadensis,48.879405070199994,2.406941705289999,0,0,0,1
6631,Platane,Alignement,100.0,18.0,x hispanica,48.884359843,2.39113359035,1,0,0,0
6632,Micocoulier,Alignement,95.0,10.0,australis,48.891499406399994,2.37794360984,1,0,0,0
6635,Platane,Alignement,185.0,20.0,x hispanica,48.8989685602,2.37869027003,0,0,0,1
6636,Platane,DASCO,80.0,8.0,x hispanica,48.8783235439,2.38693182652,0,0,1,0
6641,Frêne à fleurs,Alignement,35.0,4.0,ornus,48.899521613,2.38129464048,0,1,0,0
6642,Noisetier de Byzance,Alignement,55.0,5.0,colurna,48.8897009289,2.38642042458,0,1,0,0
6643,Marronnier,DASCO,165.0,15.0,hippocastanum,48.8839115934,2.3912558317,1,0,0,0
6644,Marronnier,Alignement,45.0,5.0,x carnea,48.87860499429999,2.40139665326,0,1,0,0
6646,Platane,Alignement,165.0,18.0,x hispanica,48.8989469409,2.37759051466,1,0,0,0
6647,Erable,Alignement,75.0,8.0,platanoides,48.8784427583,2.39284676219,1,0,0,0
6648,Platane,Alignement,160.0,25.0,orientalis,48.8803426461,2.39652358768,1,0,0,0
6649,Platane,Alignement,135.0,15.0,x hispanica,48.8920191606,2.3984003293000002,1,0,0,0
6654,Poirier à fleurs,Alignement,70.0,10.0,calleryana,48.8840429951,2.37427369427,0,0,1,0
6655,Marronnier,Jardin,200.0,16.0,hippocastanum,48.8808150965,2.401401002529999,1,0,0,0
6657,Erable,Alignement,65.0,5.0,pseudoplatanus,48.8835767988,2.38610167007,0,0,1,0
6658,Marronnier,DASCO,145.0,12.0,hippocastanum,48.8915734303,2.36985454612,1,0,0,0
6659,Platane,Alignement,115.0,20.0,x hispanica,48.878878053399994,2.37795004873,0,0,1,0
6660,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8935749521,2.39748253777,0,1,0,0
6661,Platane,Alignement,210.0,20.0,x hispanica,48.882570385499996,2.3793938031499993,0,0,0,1
6662,Micocoulier,Alignement,25.0,3.0,australis,48.895201843,2.39735222198,0,1,0,0
6663,Sophora,Alignement,90.0,10.0,japonica,48.88924007519999,2.374933117519999,1,0,0,0
6664,Cerisier à fleurs,DJS,20.0,3.0,serrula,48.8935904347,2.39719409974,0,1,0,0
6665,Pterocarya,Alignement,35.0,6.0,fraxinifolia,48.8870210415,2.39636440742,0,1,0,0
6667,Sophora,Alignement,100.0,15.0,japonica,48.8925571545,2.3695611102,0,0,1,0
6668,Fevier,Alignement,95.0,15.0,triacanthos f. Inermis,48.885468744,2.3926151784,1,0,0,0
6670,Noisetier de Byzance,PERIPHERIQUE,48.0,6.0,colurna,48.8810717781,2.40302294422,0,1,0,0
6671,Platane,Alignement,40.0,10.0,x hispanica,48.8813552504,2.370341376629999,0,1,0,0
6672,Platane,Alignement,50.0,10.0,orientalis,48.8869911798,2.39460013987,0,1,0,0
6676,Poirier à fleurs,Alignement,20.0,5.0,calleryana,48.8819832539,2.37135658726,0,1,0,0
6677,Tilleul,DASCO,55.0,8.0,x europaea,48.8859927091,2.38078184255,0,0,1,0
6678,Peuplier,Alignement,25.0,5.0,nigra,48.8840797281,2.36981123413,0,1,0,0
6679,Frêne,Alignement,85.0,10.0,excelsior,48.8900456319,2.37226460267,1,0,0,0
6682,Tilleul,Alignement,20.0,5.0,cordata,48.87660918019999,2.3943299318799998,0,1,0,0
6683,Platane,Alignement,110.0,15.0,x hispanica,48.8826980746,2.37668502339,0,0,1,0
6685,Platane,Alignement,120.0,20.0,x hispanica,48.87808061009999,2.3718106415899998,1,0,0,0
6688,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.889563481,2.38752971388,0,1,0,0
6689,Platane,Alignement,220.0,25.0,x hispanica,48.8837068615,2.397814349539999,0,0,0,1
6691,Marronnier,Alignement,95.0,10.0,hippocastanum,48.87973549589999,2.37896223881,0,0,1,0
6692,Marronnier,DASCO,145.0,12.0,hippocastanum,48.8737042693,2.37948287937,1,0,0,0
6694,Troene,Alignement,40.0,5.0,lucidum,48.8865108591,2.37406150645,0,1,0,0
6695,Tilleul,Alignement,95.0,10.0,tomentosa,48.8868207069,2.37163437082,1,0,0,0
6696,Arbre à soie,Jardin,35.0,4.0,julibrissin,48.89042578509999,2.39909198423,0,1,0,0
6699,Platane,Alignement,205.0,25.0,orientalis,48.8779486442,2.37404299351,1,0,0,0
6703,Platane,Alignement,140.0,20.0,x hispanica,48.8854501919,2.38070194541,1,0,0,0
6705,Sophora,Alignement,30.0,5.0,japonica,48.8946719426,2.39446479545,0,1,0,0
6706,Sophora,Alignement,125.0,15.0,japonica,48.891707868,2.36919318498,1,0,0,0
6707,Marronnier,Alignement,90.0,10.0,x carnea,48.8964011803,2.37816934737,0,0,1,0
6708,Peuplier,Alignement,120.0,15.0,x canadensis,48.88565301319999,2.37264092684,0,0,1,0
6710,Tulipier,Alignement,65.0,10.0,tulipifera,48.8841792169,2.38790126582,1,0,0,0
6711,Sophora,Alignement,95.0,10.0,japonica,48.87621820959999,2.40276341741,1,0,0,0
6712,Platane,Alignement,90.0,15.0,x hispanica,48.8891260933,2.39380824785,1,0,0,0
6716,Platane,DJS,125.0,15.0,x hispanica,48.88599199269999,2.3766557545199998,1,0,0,0
6718,Platane,Alignement,100.0,20.0,x hispanica,48.8764014546,2.37719049279,1,0,0,0
6724,Marronnier,Alignement,75.0,10.0,hippocastanum,48.8931577009,2.37409196263,1,0,0,0
6725,Platane,Alignement,140.0,20.0,x hispanica,48.90129489299999,2.3865091599,1,0,0,0
6726,Magnolia,Alignement,70.0,8.0,grandiflora,48.8847183135,2.37443817855,1,0,0,0
6729,Fevier,Alignement,35.0,5.0,triacanthos f. Inermis,48.8983471677,2.370939175629999,0,1,0,0
6731,Robinier,Alignement,70.0,5.0,pseudoacacia,48.880969738299996,2.37402577112,0,0,1,0
6733,Cèdre,PERIPHERIQUE,60.0,5.0,libani,48.8913940634,2.3953187773,0,0,1,0
6734,Platane,Alignement,70.0,12.0,x hispanica,48.885381182699994,2.39321762303,0,0,1,0
6735,Fevier,Jardin,95.0,15.0,triacanthos f. Inermis,48.8882899926,2.3946024815699998,1,0,0,0
6736,Tilleul,Alignement,60.0,10.0,x europaea,48.883333748999995,2.37027350436,0,0,1,0
6737,Peuplier,Alignement,95.0,15.0,x canadensis,48.8850850572,2.37398707427,1,0,0,0
6742,Tilleul,Alignement,55.0,10.0,x europaea,48.8846857419,2.37304931058,0,0,1,0
6743,Erable,Jardin,25.0,3.0,campestre,48.90001005,2.37664181047,0,1,0,0
6745,Platane,Alignement,220.0,20.0,orientalis,48.8815957074,2.39255118196,1,0,0,0
6746,Marronnier,DASCO,150.0,15.0,hippocastanum,48.8801009684,2.373903772549999,1,0,0,0
6747,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.8880510154,2.37242258278,0,0,1,0
6751,Noisetier de Byzance,Alignement,65.0,10.0,colurna,48.8780443244,2.3875775614,0,0,1,0
6752,Platane,Alignement,45.0,10.0,x hispanica,48.8872035077,2.394484100139999,0,1,0,0
6753,Tilleul,Alignement,65.0,10.0,x europaea,48.88324062009999,2.37019417659,0,0,1,0
6755,Platane,Alignement,190.0,20.0,x hispanica,48.8986107236,2.37207069885,0,0,0,1
6758,Platane,Alignement,55.0,7.0,x hispanica,48.8896867663,2.380053123919999,0,0,1,0
6759,Tilleul,Alignement,80.0,15.0,x europaea,48.8840344896,2.37026203047,1,0,0,0
6760,Platane,Alignement,120.0,20.0,orientalis,48.882560720499995,2.39372916635,1,0,0,0
6762,Platane,Alignement,55.0,6.0,x hispanica,48.8781541055,2.37086567283,0,1,0,0
6767,Peuplier,Alignement,45.0,10.0,x canadensis,48.8876168423,2.376725682899999,0,1,0,0
6769,Platane,Alignement,95.0,15.0,x hispanica,48.8993773376,2.37042489393,1,0,0,0
6770,Platane,Alignement,35.0,5.0,x hispanica,48.8903936952,2.39763276477,0,1,0,0
6771,Platane,Alignement,40.0,5.0,x hispanica,48.8795819195,2.3870823546,0,1,0,0
6773,Platane,Alignement,80.0,8.0,x hispanica,48.8953921007,2.38291370826,1,0,0,0
6778,Platane,Alignement,100.0,15.0,x hispanica,48.898956927,2.37128105571,1,0,0,0
6779,Sophora,Alignement,170.0,20.0,japonica,48.8735455602,2.37556331942,0,0,0,1
6781,Paulownia,Alignement,30.0,5.0,tomentosa,48.8895091749,2.3949796450000003,0,1,0,0
6782,Catalpa,Alignement,70.0,5.0,bignonioides,48.8893588662,2.37139238106,0,0,1,0
6783,Sophora,Alignement,140.0,15.0,japonica,48.8848974754,2.39848312311,1,0,0,0
6786,Micocoulier,Alignement,95.0,15.0,australis,48.882903981,2.37239266215,1,0,0,0
6788,Tilleul,Alignement,85.0,10.0,tomentosa,48.8767554118,2.39372595329,1,0,0,0
6791,Micocoulier,Alignement,130.0,10.0,australis,48.8914177414,2.38486228836,1,0,0,0
6794,Cerisier à fleurs,DASCO,25.0,4.0,serrulata,48.8773476801,2.39638934329,0,1,0,0
6795,Poirier à fleurs,Alignement,90.0,10.0,calleryana,48.88781708529999,2.39435904223,1,0,0,0
6796,Noisetier de Byzance,Alignement,50.0,7.0,colurna,48.88799068569999,2.37253526014,0,0,1,0
6797,Charme,DJS,60.0,5.0,betulus,48.8801673759,2.37838940426,0,1,0,0
6798,Platane,Alignement,105.0,10.0,x hispanica,48.88949384159999,2.380426275879999,1,0,0,0
6800,Sophora,Alignement,35.0,6.0,japonica,48.889600074899995,2.37539001661,0,1,0,0
6801,Platane,Alignement,35.0,5.0,x hispanica,48.8831371779,2.38825687368,0,1,0,0
6802,Platane,Alignement,105.0,20.0,x hispanica,48.8859233137,2.39372192704,1,0,0,0
6803,Merisier,Alignement,30.0,4.0,avium,48.9005890857,2.38045728599,0,1,0,0
6804,Platane,Alignement,250.0,20.0,x hispanica,48.8993032751,2.38714313563,0,0,0,1
6805,Platane,Alignement,100.0,15.0,x hispanica,48.87917938119999,2.38322851454,1,0,0,0
6806,Paulownia,Alignement,35.0,5.0,tomentosa,48.88335883359999,2.381122295779999,0,1,0,0
6807,Sophora,Alignement,160.0,20.0,japonica,48.8964369124,2.37671142254,0,0,0,1
6808,Platane,Alignement,60.0,10.0,x hispanica,48.8828254821,2.37644318868,0,1,0,0
6810,Platane,Alignement,185.0,20.0,orientalis,48.8860152756,2.398691606739999,1,0,0,0
6811,Bouleau,DFPE,100.0,17.0,pendula,48.87754230109999,2.383099050949999,1,0,0,0
6812,Platane,Alignement,120.0,20.0,x hispanica,48.8876087971,2.38894161776,1,0,0,0
6818,Micocoulier,Alignement,115.0,10.0,australis,48.8906094531,2.38320892185,0,0,1,0
6820,Tilleul,Alignement,80.0,15.0,x europaea,48.888906059600004,2.3782378680000003,1,0,0,0
6821,Micocoulier,Alignement,100.0,10.0,australis,48.89193343629999,2.3785065098200002,1,0,0,0
6822,Marronnier,Alignement,50.0,5.0,x carnea,48.8780211884,2.39663912718,0,1,0,0
6824,Marronnier,Alignement,130.0,15.0,hippocastanum,48.894876942399996,2.37252564717,1,0,0,0
6825,Platane,Alignement,355.0,25.0,orientalis,48.876143458799994,2.38100428057,0,0,0,1
6826,Platane,DASCO,120.0,11.0,x hispanica,48.8759999626,2.37760841474,0,0,1,0
6827,Cerisier à fleurs,DASCO,120.0,10.0,serrulata,48.8761144248,2.37766109361,1,0,0,0
6828,Tilleul,Jardin,105.0,20.0,x europaea,48.8899250862,2.37271411903,1,0,0,0
6830,Noisetier de Byzance,Alignement,75.0,10.0,colurna,48.8821333665,2.39413006099,0,0,1,0
6832,Poirier à fleurs,PERIPHERIQUE,15.0,3.0,calleryana,48.900090678599994,2.37256797374,0,1,0,0
6833,Sophora,Alignement,80.0,10.0,japonica,48.8761890055,2.40266371692,0,0,1,0
6834,Marronnier,Alignement,35.0,5.0,x carnea,48.8782202517,2.37817948678,0,1,0,0
6836,Sophora,Alignement,120.0,15.0,japonica,48.8764679857,2.40362128189,1,0,0,0
6837,Platane,Alignement,115.0,15.0,x hispanica,48.8999151295,2.387932325549999,1,0,0,0
6838,Micocoulier,Alignement,25.0,3.0,australis,48.8943302167,2.39778656984,0,1,0,0
6839,Sophora,Alignement,145.0,15.0,japonica,48.8889172893,2.37465218182,1,0,0,0
6840,Tilleul,Alignement,30.0,5.0,cordata,48.89694053089999,2.384631118349999,0,1,0,0
6841,Marronnier,Alignement,50.0,10.0,hippocastanum,48.886147194799996,2.3910290012899997,0,0,1,0
6842,Peuplier,Alignement,140.0,15.0,x canadensis,48.88645701749999,2.37439207593,1,0,0,0
6844,Platane,Alignement,115.0,15.0,x hispanica,48.88761048759999,2.38830751436,1,0,0,0
6845,Platane,Alignement,120.0,17.0,x hispanica,48.8994578536,2.37041984169,1,0,0,0
6846,Laurier-Cerise,PERIPHERIQUE,55.0,5.0,laurocerasus,48.9002763137,2.37312246861,1,0,0,0
6848,Marronnier,PERIPHERIQUE,25.0,4.0,x carnea,48.9001409914,2.37215540506,0,1,0,0
6852,Erable,Alignement,110.0,15.0,cappadocicum,48.8840828877,2.36955727098,1,0,0,0
6856,Marronnier,Alignement,60.0,10.0,x carnea,48.88595746,2.3884449464,0,0,1,0
6859,Sophora,Alignement,95.0,10.0,japonica,48.8997281284,2.3742110946,0,0,1,0
6860,Catalpa,DASCO,60.0,5.0,bignonioides,48.885528201899994,2.36728754976,0,1,0,0
6862,Platane,Alignement,210.0,25.0,orientalis,48.8749382111,2.38279002448,0,0,0,1
6863,Platane,Alignement,85.0,10.0,x hispanica,48.8786405695,2.3820486608299998,0,0,1,0
6864,Platane,Alignement,100.0,15.0,x hispanica,48.8988813498,2.37128472381,1,0,0,0
6866,Sophora,Alignement,190.0,20.0,japonica,48.8987509329,2.38317852331,1,0,0,0
6867,Platane,Alignement,205.0,20.0,x hispanica,48.8826862953,2.3752136376,1,0,0,0
6868,Sophora,Alignement,150.0,15.0,japonica,48.8858783183,2.39784172672,1,0,0,0
6869,Platane,Alignement,105.0,10.0,x hispanica,48.8834622584,2.37249593799,1,0,0,0
6870,Erable,Alignement,100.0,12.0,platanoides,48.8984249689,2.381706827379999,1,0,0,0
6871,Platane,Alignement,150.0,25.0,x hispanica,48.8785351624,2.37486417625,1,0,0,0
6872,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.89006431739999,2.38721068001,0,1,0,0
6873,Sophora,Alignement,105.0,10.0,japonica,48.8753925852,2.39535161735,1,0,0,0
6876,Platane,Alignement,110.0,15.0,x hispanica,48.8831792941,2.38679086712,1,0,0,0
6879,Platane,DASCO,75.0,11.0,x hispanica,48.8763445077,2.38859452566,0,0,1,0
6881,Tilleul,Alignement,35.0,5.0,x europaea,48.8864138651,2.37444146968,0,1,0,0
6883,Noisetier de Byzance,Alignement,85.0,10.0,colurna,48.890252595599996,2.38563217563,0,0,1,0
6889,Platane,Alignement,170.0,20.0,x hispanica,48.8930961299,2.374161810789999,1,0,0,0
6891,Platane,Alignement,70.0,5.0,x hispanica,48.8870235801,2.38606880759,0,0,1,0
6892,Erable,Alignement,110.0,10.0,pseudoplatanus,48.8942308512,2.37030977728,1,0,0,0
6893,Robinier,Alignement,80.0,5.0,pseudoacacia,48.8805143266,2.37504480202,0,0,1,0
6894,Platane,PERIPHERIQUE,120.0,10.0,x hispanica,48.893274328,2.39550881965,1,0,0,0
6895,Charme,Alignement,40.0,10.0,betulus,48.89452991919999,2.37301437617,0,0,1,0
6901,Platane,Alignement,190.0,25.0,x hispanica,48.88375042679999,2.398061550149999,0,0,0,1
6902,Micocoulier,PERIPHERIQUE,25.0,4.0,australis,48.900160180499995,2.37175365996,0,1,0,0
6905,Erable,PERIPHERIQUE,25.0,4.0,freemanii,48.883955894799996,2.398834664049999,0,1,0,0
6908,Platane,Alignement,135.0,25.0,orientalis,48.8802573303,2.39502036869,1,0,0,0
6910,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8931586752,2.39698563742,0,1,0,0
6911,Marronnier,Alignement,110.0,10.0,x carnea,48.878067598,2.39683090936,1,0,0,0
6919,Tilleul,Alignement,50.0,10.0,tomentosa,48.886499085999986,2.37124124831,0,0,1,0
6921,Tilleul,Alignement,115.0,15.0,tomentosa,48.8875635858,2.37254002492,1,0,0,0
6925,Erable,Alignement,55.0,5.0,monspessulanum,48.886285113,2.3665277417,0,1,0,0
6926,Platane,Alignement,30.0,5.0,x hispanica,48.8810455415,2.3734771010799998,0,1,0,0
6927,Marronnier,Alignement,60.0,5.0,x carnea,48.8959185761,2.37930752309,0,0,1,0
